,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
7,2017030123_162,2017030123,162,10.0,6.0,Goal,Wrist Shot,78.0,1.0,2,REGULAR,229,971,2018-04-17 00:16:11,1,2,"Patrick Marleau (1) Wrist Shot, assists: Mitchell Marner (2), Morgan Rielly (4)",78.0,1.0,left,8466139,Patrick,Marleau,C,1979-09-15,20172018,11.045361017187261,Mitchell Marner,"(10.0ft, 15.0ft)",Patrick Marleau
8,2017030123_355,2017030123,355,10.0,6.0,Goal,Wrist Shot,-66.0,-12.0,3,REGULAR,985,215,2018-04-17 01:39:23,2,4,"Patrick Marleau (2) Wrist Shot, assists: Mitchell Marner (3), Tomas Plekanec (1)",66.0,12.0,right,8466139,Patrick,Marleau,C,1979-09-15,20172018,25.942243542145693,Mitchell Marner,"(25.0ft, 30.0ft)",Patrick Marleau
1285,2017030127_20,2017030127,20,10.0,6.0,Goal,Tip-In,-79.0,1.0,1,REGULAR,125,1075,2018-04-25 23:45:17,1,0,"Patrick Marleau (3) Tip-In, assists: Jake Gardiner (2), William Nylander (2)",79.0,-1.0,right,8466139,Patrick,Marleau,C,1979-09-15,20172018,10.04987562112089,Jake Gardiner,"(10.0ft, 15.0ft)",Patrick Marleau
1286,2017030127_47,2017030127,47,10.0,6.0,Goal,Wrist Shot,-70.0,20.0,1,REGULAR,372,828,2018-04-25 23:55:10,2,1,"Patrick Marleau (4) Wrist Shot, assists: Mitchell Marner (7)",70.0,-20.0,right,8466139,Patrick,Marleau,C,1979-09-15,20172018,27.586228448267445,Mitchell Marner,"(25.0ft, 30.0ft)",Patrick Marleau
1758,2015020267_140,2015020267,140,28.0,6.0,Goal,Wrist Shot,75.0,6.0,2,REGULAR,536,664,2015-11-18 01:18:50,4,3,"Patrick Marleau (6) Wrist Shot, assists: Marc-Edouard Vlasic (6), Brent Burns (8)",75.0,6.0,left,8466139,Patrick,Marleau,C,1979-09-15,20152016,15.231546211727817,Marc-Edouard Vlasic,"(15.0ft, 20.0ft)",Patrick Marleau
2118,2016020877_235,2016020877,235,28.0,6.0,Goal,Snap Shot,-71.0,-20.0,2,REGULAR,1057,143,2017-02-20 03:16:20,1,1,"Patrick Marleau (21) Snap Shot, assists: Brent Burns (37), David Schlemko (12)",71.0,20.0,right,8466139,Patrick,Marleau,C,1979-09-15,20162017,26.90724809414742,Brent Burns,"(25.0ft, 30.0ft)",Patrick Marleau
4558,2017020899_201,2017020899,201,10.0,5.0,Goal,Wrist Shot,75.0,2.0,2,REGULAR,946,254,2018-02-18 01:43:37,3,3,"Patrick Marleau (20) Wrist Shot, assists: Connor Brown (10), Auston Matthews (22)",75.0,2.0,left,8466139,Patrick,Marleau,C,1979-09-15,20172018,14.142135623730951,Connor Brown,"(10.0ft, 15.0ft)",Patrick Marleau
4620,2014020211_275,2014020211,275,28.0,25.0,Goal,Wrist Shot,81.0,3.0,3,REGULAR,231,969,2014-11-09 03:04:48,2,3,"Patrick Marleau (5) Wrist Shot, assists: Joe Pavelski (8), Logan Couture (7)",81.0,3.0,left,8466139,Patrick,Marleau,C,1979-09-15,20142015,8.54400374531753,Joe Pavelski,"(5.0ft, 10.0ft)",Patrick Marleau
5020,2013020106_164,2013020106,164,28.0,25.0,Goal,Wrap-around,-88.0,4.0,2,REGULAR,750,450,2013-10-18 01:54:57,3,2,"Patrick Marleau (6) Wrap-around, assists: Marc-Edouard Vlasic (4), Antti Niemi (2)",88.0,-4.0,right,8466139,Patrick,Marleau,C,1979-09-15,20132014,4.123105625617661,Marc-Edouard Vlasic,"(0.0ft, 5.0ft)",Patrick Marleau
5177,2017021078_360,2017021078,360,10.0,25.0,Goal,Tip-In,-66.0,1.0,3,REGULAR,1184,16,2018-03-15 01:45:15,5,5,"Patrick Marleau (22) Tip-In, assists: Mitchell Marner (39), Jake Gardiner (37)",66.0,-1.0,right,8466139,Patrick,Marleau,C,1979-09-15,20172018,23.021728866442675,Mitchell Marner,"(20.0ft, 25.0ft)",Patrick Marleau
6260,2013020139_209,2013020139,209,28.0,6.0,Goal,Snap Shot,-80.0,-3.0,3,REGULAR,18,1182,2013-10-25 00:54:10,1,1,"Patrick Marleau (8) Snap Shot, assists: Marc-Edouard Vlasic (6)",80.0,3.0,right,8466139,Patrick,Marleau,C,1979-09-15,20132014,9.486832980505138,Marc-Edouard Vlasic,"(5.0ft, 10.0ft)",Patrick Marleau
7005,2017020243_358,2017020243,358,10.0,6.0,Goal,Tip-In,80.0,1.0,4,OVERTIME,67,233,2017-11-11 02:58:20,2,3,"Patrick Marleau (7) Tip-In, assists: Jake Gardiner (7), Mitchell Marner (10)",80.0,1.0,left,8466139,Patrick,Marleau,C,1979-09-15,20172018,9.055385138137417,Jake Gardiner,"(5.0ft, 10.0ft)",Patrick Marleau
7185,2013020947_284,2013020947,284,28.0,5.0,Goal,Backhand,69.0,0.0,3,REGULAR,318,882,2014-03-07 05:40:46,2,2,"Patrick Marleau (26) Backhand, assists: Jason Demers (26)",69.0,0.0,left,8466139,Patrick,Marleau,C,1979-09-15,20132014,20.0,Jason Demers,"(20.0ft, 25.0ft)",Patrick Marleau
8488,2017020844_327,2017020844,327,10.0,9.0,Goal,Snap Shot,-56.0,-26.0,3,REGULAR,1118,82,2018-02-11 02:47:22,3,6,"Patrick Marleau (18) Snap Shot, assists: Mitchell Marner (30)",56.0,26.0,right,8466139,Patrick,Marleau,C,1979-09-15,20172018,42.01190307520001,Mitchell Marner,"(40.0ft, 45.0ft)",Patrick Marleau
11052,2012020601_12,2012020601,12,28.0,17.0,Goal,Wrist Shot,78.0,8.0,1,REGULAR,155,1045,2013-04-11 23:41:39,1,0,"Patrick Marleau (17) Wrist Shot, assists: Joe Pavelski (13)",78.0,8.0,left,8466139,Patrick,Marleau,C,1979-09-15,20122013,13.601470508735444,Joe Pavelski,"(10.0ft, 15.0ft)",Patrick Marleau
11053,2012020601_351,2012020601,351,28.0,17.0,Goal,Wrist Shot,70.0,-1.0,5,SHOOTOUT,0,300,2013-04-12 02:23:55,2,2,Patrick Marleau - Wrist Shot,70.0,-1.0,,8466139,Patrick,Marleau,C,1979-09-15,20122013,19.026297590440446,atrick Marleau,"(15.0ft, 20.0ft)",Patrick Marleau
11092,2014020916_165,2014020916,165,28.0,17.0,Goal,Snap Shot,-83.0,5.0,2,REGULAR,411,789,2015-02-27 04:47:02,1,2,"Patrick Marleau (13) Snap Shot, assists: Joe Pavelski (25), Logan Couture (32)",83.0,-5.0,right,8466139,Patrick,Marleau,C,1979-09-15,20142015,7.810249675906654,Joe Pavelski,"(5.0ft, 10.0ft)",Patrick Marleau
11453,2015020329_289,2015020329,289,28.0,16.0,Goal,Wrist Shot,62.0,15.0,3,REGULAR,680,520,2015-11-26 05:26:21,3,2,"Patrick Marleau (8) Wrist Shot, assists: Brent Burns (10), Joel Ward (10)",62.0,15.0,left,8466139,Patrick,Marleau,C,1979-09-15,20152016,30.886890422961002,Brent Burns,"(30.0ft, 35.0ft)",Patrick Marleau
11543,2013020834_350,2013020834,350,28.0,16.0,Goal,Snap Shot,73.0,0.0,5,SHOOTOUT,0,300,2014-02-02 06:15:01,1,1,Patrick Marleau - Snap Shot,73.0,0.0,,8466139,Patrick,Marleau,C,1979-09-15,20132014,16.0,atrick Marleau,"(15.0ft, 20.0ft)",Patrick Marleau
11968,2012020283_381,2012020283,381,28.0,21.0,Goal,Snap Shot,78.0,0.0,5,SHOOTOUT,0,300,2013-02-27 06:17:42,2,2,Patrick Marleau - Snap Shot,78.0,0.0,,8466139,Patrick,Marleau,C,1979-09-15,20122013,11.0,atrick Marleau,"(10.0ft, 15.0ft)",Patrick Marleau
12714,2014020932_194,2014020932,194,28.0,9.0,Goal,Wrist Shot,-78.0,-3.0,2,REGULAR,799,401,2015-03-01 04:28:40,1,2,"Patrick Marleau (14) Wrist Shot, assists: Joe Pavelski (26), Brent Burns (30)",78.0,3.0,right,8466139,Patrick,Marleau,C,1979-09-15,20142015,11.40175425099138,Joe Pavelski,"(10.0ft, 15.0ft)",Patrick Marleau
14922,2012020260_242,2012020260,242,28.0,25.0,Goal,Wrist Shot,78.0,0.0,3,REGULAR,139,1061,2013-02-24 03:11:42,1,2,"Patrick Marleau (12) Wrist Shot, assists: Joe Thornton (14)",78.0,0.0,left,8466139,Patrick,Marleau,C,1979-09-15,20122013,11.0,Joe Thornton,"(10.0ft, 15.0ft)",Patrick Marleau
15971,2017020063_200,2017020063,200,10.0,8.0,Goal,Wrist Shot,-86.0,-6.0,2,REGULAR,760,440,2017-10-15 00:44:47,3,3,"Patrick Marleau (3) Wrist Shot, assists: Nazem Kadri (3)",86.0,6.0,right,8466139,Patrick,Marleau,C,1979-09-15,20172018,6.708203932499369,Nazem Kadri,"(5.0ft, 10.0ft)",Patrick Marleau
16590,2013020074_224,2013020074,224,28.0,9.0,Goal,Backhand,-62.0,8.0,2,REGULAR,972,228,2013-10-13 03:38:02,2,2,"Patrick Marleau (4) Backhand, assists: Logan Couture (5), Joe Pavelski (6)",62.0,-8.0,right,8466139,Patrick,Marleau,C,1979-09-15,20132014,28.160255680657446,Logan Couture,"(25.0ft, 30.0ft)",Patrick Marleau
17277,2013020449_270,2013020449,270,28.0,30.0,Goal,Wrist Shot,48.0,-9.0,3,REGULAR,1099,101,2013-12-09 01:30:59,1,2,"Patrick Marleau (13) Wrist Shot, assists: Matt Irwin (4), Logan Couture (19)",48.0,-9.0,left,8466139,Patrick,Marleau,C,1979-09-15,20132014,41.97618372363071,Matt Irwin,"(40.0ft, 45.0ft)",Patrick Marleau
17764,2016020584_218,2016020584,218,28.0,30.0,Goal,Snap Shot,75.0,21.0,3,REGULAR,261,939,2017-01-06 05:30:57,2,4,"Patrick Marleau (11) Snap Shot, assists: Joel Ward (9), Chris Tierney (8)",75.0,21.0,left,8466139,Patrick,Marleau,C,1979-09-15,20162017,25.238858928247925,Joel Ward,"(25.0ft, 30.0ft)",Patrick Marleau
18048,2017020232_137,2017020232,137,10.0,30.0,Goal,Snap Shot,56.0,5.0,2,REGULAR,227,973,2017-11-09 01:43:21,1,2,"Patrick Marleau (6) Snap Shot, assists: Zach Hyman (5), Connor Brown (4)",56.0,5.0,left,8466139,Patrick,Marleau,C,1979-09-15,20172018,33.37663853655727,Zach Hyman,"(30.0ft, 35.0ft)",Patrick Marleau
18769,2012020417_120,2012020417,120,28.0,26.0,Goal,Wrist Shot,-71.0,10.0,2,REGULAR,35,1165,2013-03-17 03:31:50,1,2,"Patrick Marleau (14) Wrist Shot, assists: Joe Thornton (22), Brent Burns (2)",71.0,-10.0,right,8466139,Patrick,Marleau,C,1979-09-15,20122013,20.591260281974,Joe Thornton,"(20.0ft, 25.0ft)",Patrick Marleau
