,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
532,2013020948_273,2013020948,273,12.0,3.0,Goal,Wrist Shot,-77.0,3.0,3,REGULAR,727,473,2014-03-08 02:19:12,1,2,"Jeff Skinner (24) Wrist Shot, assists: none",77.0,-3.0,right,8475784,Jeff,Skinner,LW,1992-05-16,20132014,12.36931687685298,None,"(10.0ft, 20.0ft)",Jeff Skinner
3196,2015021155_226,2015021155,226,12.0,3.0,Goal,Tip-In,-79.0,0.0,3,REGULAR,262,938,2016-04-01 01:08:33,3,3,"Jeff Skinner (27) Tip-In, assists: Ryan Murphy (10), Patrick Brown (1)",79.0,0.0,right,8475784,Jeff,Skinner,LW,1992-05-16,20152016,10.0,Ryan Murphy,"(10.0ft, 20.0ft)",Jeff Skinner
3830,2012020615_105,2012020615,105,12.0,6.0,Goal,Wrist Shot,-88.0,-11.0,1,REGULAR,1164,36,2013-04-13 23:43:38,1,1,"Jeff Skinner (12) Wrist Shot, assists: Alexander Semin (27), Justin Faulk (8)",88.0,11.0,right,8475784,Jeff,Skinner,LW,1992-05-16,20122013,11.045361017187261,Alexander Semin,"(10.0ft, 20.0ft)",Jeff Skinner
4768,2014020274_124,2014020274,124,12.0,25.0,Goal,Wrist Shot,-74.0,-20.0,2,REGULAR,154,1046,2014-11-19 02:37:19,1,2,"Jeff Skinner (4) Wrist Shot, assists: Jay McClement (3)",74.0,20.0,right,8475784,Jeff,Skinner,LW,1992-05-16,20142015,25.0,Jay McClement,"(20.0ft, 30.0ft)",Jeff Skinner
4836,2017020118_229,2017020118,229,12.0,25.0,Goal,Snap Shot,-79.0,9.0,2,REGULAR,1190,10,2017-10-22 01:39:34,1,4,"Jeff Skinner (4) Snap Shot, assists: Brock McGinn (3)",79.0,-9.0,right,8475784,Jeff,Skinner,LW,1992-05-16,20172018,13.45362404707371,Brock McGinn,"(10.0ft, 20.0ft)",Jeff Skinner
4837,2017020118_256,2017020118,256,12.0,25.0,Goal,Wrist Shot,82.0,-1.0,3,REGULAR,332,868,2017-10-22 02:05:14,2,4,"Jeff Skinner (5) Wrist Shot, assists: Noah Hanifin (3), Brock McGinn (4)",82.0,-1.0,left,8475784,Jeff,Skinner,LW,1992-05-16,20172018,7.0710678118654755,Noah Hanifin,"(0.0ft, 10.0ft)",Jeff Skinner
5254,2015020415_283,2015020415,283,12.0,25.0,Goal,Wrist Shot,72.0,20.0,3,REGULAR,797,403,2015-12-09 03:55:22,5,5,"Jeff Skinner (8) Wrist Shot, assists: Andrej Nestrasil (6), Ron Hainsey (7)",72.0,20.0,left,8475784,Jeff,Skinner,LW,1992-05-16,20152016,26.248809496813376,Andrej Nestrasil,"(20.0ft, 30.0ft)",Jeff Skinner
6049,2016020985_70,2016020985,70,12.0,3.0,Goal,Backhand,-85.0,8.0,1,REGULAR,795,405,2017-03-10 00:33:16,1,1,"Jeff Skinner (21) Backhand, assists: Victor Rask (24)",85.0,-8.0,right,8475784,Jeff,Skinner,LW,1992-05-16,20162017,8.94427190999916,Victor Rask,"(0.0ft, 10.0ft)",Jeff Skinner
6770,2016020434_52,2016020434,52,12.0,23.0,Goal,Snap Shot,-82.0,-1.0,1,REGULAR,565,635,2016-12-14 00:24:25,1,2,"Jeff Skinner (10) Snap Shot, assists: Noah Hanifin (8), Derek Ryan (5)",82.0,1.0,right,8475784,Jeff,Skinner,LW,1992-05-16,20162017,7.0710678118654755,Noah Hanifin,"(0.0ft, 10.0ft)",Jeff Skinner
6771,2016020434_227,2016020434,227,12.0,23.0,Goal,Tip-In,-82.0,-1.0,3,REGULAR,76,1124,2016-12-14 02:06:41,5,3,"Jeff Skinner (11) Tip-In, assists: Derek Ryan (6), Victor Rask (13)",82.0,1.0,right,8475784,Jeff,Skinner,LW,1992-05-16,20162017,7.0710678118654755,Derek Ryan,"(0.0ft, 10.0ft)",Jeff Skinner
