,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
323,2015020731_53,2015020731,53,24.0,6.0,Goal,Wrist Shot,-66.0,-1.0,1,REGULAR,474,726,2016-01-27 00:23:20,1,1,"Corey Perry (20) Wrist Shot, assists: David Perron (15)",66.0,1.0,right,8470621,Corey,Perry,RW,1985-05-16,20152016,23.021728866442675,David Perron,"(20.0ft, 30.0ft)",Corey Perry
1016,2014021081_24,2014021081,24,24.0,3.0,Goal,Wrist Shot,55.0,23.0,1,REGULAR,170,1030,2015-03-22 23:45:11,1,1,"Corey Perry (30) Wrist Shot, assists: Patrick Maroon (24), Sami Vatanen (24)",55.0,23.0,left,8470621,Corey,Perry,RW,1985-05-16,20142015,41.048751503547585,Patrick Maroon,"(40.0ft, 50.0ft)",Corey Perry
1017,2014021081_77,2014021081,77,24.0,3.0,Goal,Wrist Shot,80.0,-3.0,1,REGULAR,672,528,2015-03-23 00:04:15,2,3,"Corey Perry (31) Wrist Shot, assists: Ryan Getzlaf (43)",80.0,-3.0,left,8470621,Corey,Perry,RW,1985-05-16,20142015,9.486832980505138,Ryan Getzlaf,"(0.0ft, 10.0ft)",Corey Perry
3263,2017020742_78,2017020742,78,24.0,3.0,Goal,Wrist Shot,73.0,0.0,1,REGULAR,803,397,2018-01-24 03:31:14,1,2,"Corey Perry (8) Wrist Shot, assists: Ryan Getzlaf (24), Cam Fowler (11)",73.0,0.0,left,8470621,Corey,Perry,RW,1985-05-16,20172018,16.0,Ryan Getzlaf,"(10.0ft, 20.0ft)",Corey Perry
4138,2013020655_153,2013020655,153,24.0,6.0,Goal,Wrist Shot,-79.0,6.0,2,REGULAR,509,691,2014-01-08 04:15:07,0,2,"Corey Perry (24) Wrist Shot, assists: Matt Beleskey (7), Nick Bonino (19)",79.0,-6.0,right,8470621,Corey,Perry,RW,1985-05-16,20132014,11.661903789690601,Matt Beleskey,"(10.0ft, 20.0ft)",Corey Perry
6501,2013020952_21,2013020952,21,24.0,5.0,Goal,Wrist Shot,80.0,-3.0,1,REGULAR,234,966,2014-03-08 03:12:55,0,1,"Corey Perry (33) Wrist Shot, assists: Ryan Getzlaf (40), Saku Koivu (16)",80.0,-3.0,left,8470621,Corey,Perry,RW,1985-05-16,20132014,9.486832980505138,Ryan Getzlaf,"(0.0ft, 10.0ft)",Corey Perry
6502,2013020952_227,2013020952,227,24.0,5.0,Goal,Wrist Shot,83.0,-6.0,3,REGULAR,70,1130,2014-03-08 04:56:55,1,2,"Corey Perry (34) Wrist Shot, assists: Ryan Getzlaf (41), Kyle Palmieri (15)",83.0,-6.0,left,8470621,Corey,Perry,RW,1985-05-16,20132014,8.48528137423857,Ryan Getzlaf,"(0.0ft, 10.0ft)",Corey Perry
6503,2013020952_342,2013020952,342,24.0,5.0,Goal,Wrist Shot,66.0,4.0,5,SHOOTOUT,0,300,2014-03-08 05:47:58,2,2,Corey Perry - Wrist Shot,66.0,4.0,,8470621,Corey,Perry,RW,1985-05-16,20132014,23.345235059857504,orey Perry,"(20.0ft, 30.0ft)",Corey Perry
6688,2014020007_170,2014020007,170,24.0,5.0,Goal,Wrist Shot,81.0,-3.0,2,REGULAR,473,727,2014-10-10 00:21:19,2,3,"Corey Perry (1) Wrist Shot, assists: Patrick Maroon (1)",81.0,-3.0,left,8470621,Corey,Perry,RW,1985-05-16,20142015,8.54400374531753,Patrick Maroon,"(0.0ft, 10.0ft)",Corey Perry
6689,2014020007_200,2014020007,200,24.0,5.0,Goal,Wrist Shot,77.0,3.0,2,REGULAR,737,463,2014-10-10 00:32:55,3,3,"Corey Perry (2) Wrist Shot, assists: Ryan Kesler (1), Sami Vatanen (2)",77.0,3.0,left,8470621,Corey,Perry,RW,1985-05-16,20142015,12.36931687685298,Ryan Kesler,"(10.0ft, 20.0ft)",Corey Perry
6690,2014020007_340,2014020007,340,24.0,5.0,Goal,Wrist Shot,-66.0,3.0,3,REGULAR,1007,193,2014-10-10 01:40:48,4,6,"Corey Perry (3) Wrist Shot, assists: Ryan Getzlaf (2), Ryan Kesler (2)",66.0,-3.0,right,8470621,Corey,Perry,RW,1985-05-16,20142015,23.194827009486403,Ryan Getzlaf,"(20.0ft, 30.0ft)",Corey Perry
7690,2014030322_255,2014030322,255,24.0,16.0,Goal,Tip-In,-80.0,4.0,2,REGULAR,1050,150,2015-05-20 02:48:48,2,2,"Corey Perry (8) Tip-In, assists: Ryan Getzlaf (12), Sami Vatanen (6)",80.0,-4.0,right,8470621,Corey,Perry,RW,1985-05-16,20142015,9.848857801796104,Ryan Getzlaf,"(0.0ft, 10.0ft)",Corey Perry
7704,2014030327_296,2014030327,296,24.0,16.0,Goal,Wrist Shot,79.0,2.0,3,REGULAR,696,504,2015-05-31 02:34:51,4,2,"Corey Perry (10) Wrist Shot, assists: Patrick Maroon (4), Ryan Getzlaf (18)",79.0,2.0,left,8470621,Corey,Perry,RW,1985-05-16,20142015,10.198039027185569,Patrick Maroon,"(10.0ft, 20.0ft)",Corey Perry
9181,2014030324_324,2014030324,324,24.0,16.0,Goal,Wrist Shot,81.0,-3.0,3,REGULAR,559,641,2015-05-24 02:35:23,4,3,"Corey Perry (9) Wrist Shot, assists: Ryan Getzlaf (15)",81.0,-3.0,left,8470621,Corey,Perry,RW,1985-05-16,20142015,8.54400374531753,Ryan Getzlaf,"(0.0ft, 10.0ft)",Corey Perry
9313,2012020503_99,2012020503,99,24.0,16.0,Goal,Wrist Shot,-76.0,16.0,2,REGULAR,75,1125,2013-03-30 01:31:12,1,0,"Corey Perry (11) Wrist Shot, assists: Bobby Ryan (16), Francois Beauchemin (15)",76.0,-16.0,right,8470621,Corey,Perry,RW,1985-05-16,20122013,20.615528128088304,Bobby Ryan,"(20.0ft, 30.0ft)",Corey Perry
10485,2014020893_390,2014020893,390,24.0,17.0,Goal,Wrist Shot,80.0,-8.0,5,SHOOTOUT,0,300,2015-02-24 05:50:39,3,3,Corey Perry - Wrist Shot,80.0,-8.0,,8470621,Corey,Perry,RW,1985-05-16,20142015,12.041594578792296,orey Perry,"(10.0ft, 20.0ft)",Corey Perry
10827,2017021096_205,2017021096,205,24.0,17.0,Goal,Wrist Shot,-83.0,-6.0,2,REGULAR,1002,198,2018-03-17 03:40:03,2,3,"Corey Perry (16) Wrist Shot, assists: Ryan Getzlaf (42), Rickard Rakell (30)",83.0,6.0,right,8470621,Corey,Perry,RW,1985-05-16,20172018,8.48528137423857,Ryan Getzlaf,"(0.0ft, 10.0ft)",Corey Perry
11207,2013020514_87,2013020514,87,24.0,17.0,Goal,Snap Shot,63.0,-13.0,1,REGULAR,1097,103,2013-12-18 01:11:11,3,1,"Corey Perry (22) Snap Shot, assists: Ben Lovejoy (5)",63.0,-13.0,left,8470621,Corey,Perry,RW,1985-05-16,20132014,29.068883707497267,Ben Lovejoy,"(20.0ft, 30.0ft)",Corey Perry
11569,2013020435_22,2013020435,22,24.0,16.0,Goal,Tip-In,82.0,-5.0,1,REGULAR,200,1000,2013-12-07 01:13:19,1,0,"Corey Perry (17) Tip-In, assists: Ryan Getzlaf (19), Dustin Penner (14)",82.0,-5.0,left,8470621,Corey,Perry,RW,1985-05-16,20132014,8.602325267042627,Ryan Getzlaf,"(0.0ft, 10.0ft)",Corey Perry
11580,2012020185_350,2012020185,350,24.0,16.0,Goal,Wrist Shot,76.0,-2.0,5,SHOOTOUT,0,300,2013-02-13 04:22:50,2,2,Corey Perry - Wrist Shot,76.0,-2.0,,8470621,Corey,Perry,RW,1985-05-16,20122013,13.152946437965905,orey Perry,"(10.0ft, 20.0ft)",Corey Perry
11780,2014020937_114,2014020937,114,24.0,25.0,Goal,Wrist Shot,84.0,5.0,1,REGULAR,1066,134,2015-03-02 01:45:44,1,0,"Corey Perry (27) Wrist Shot, assists: Jiri Sekac (11), Ryan Getzlaf (41)",84.0,5.0,left,8470621,Corey,Perry,RW,1985-05-16,20142015,7.0710678118654755,Jiri Sekac,"(0.0ft, 10.0ft)",Corey Perry
