,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
44,2012030415_107,2012030415,107,16.0,6.0,Goal,Backhand,-81.0,-5.0,1,REGULAR,1047,153,2013-06-23 00:53:16,0,1,"Patrick Kane (8) Backhand, assists: David Johnny Oduya (4), Jonathan Toews (9)",81.0,5.0,right,8474141,Patrick,Kane,RW,1988-11-19,20122013,9.433981132056603,David Johnny,"(0.0ft, 10.0ft)",Patrick Kane
45,2012030415_162,2012030415,162,16.0,6.0,Goal,Backhand,80.0,-4.0,2,REGULAR,313,887,2013-06-23 01:27:49,0,2,"Patrick Kane (9) Backhand, assists: Bryan Bickell (8), Jonathan Toews (10)",80.0,-4.0,left,8474141,Patrick,Kane,RW,1988-11-19,20122013,9.848857801796104,Bryan Bickell,"(0.0ft, 10.0ft)",Patrick Kane
227,2017021059_287,2017021059,287,16.0,6.0,Goal,Wrist Shot,-51.0,-20.0,3,REGULAR,1004,196,2018-03-11 18:52:39,1,2,"Patrick Kane (25) Wrist Shot, assists: Erik Gustafsson (8), Jonathan Toews (29)",51.0,20.0,right,8474141,Patrick,Kane,RW,1988-11-19,20172018,42.941821107167776,Erik Gustafsson,"(40.0ft, 50.0ft)",Patrick Kane
1361,2014020421_198,2014020421,198,16.0,6.0,Goal,Wrist Shot,83.0,-13.0,2,REGULAR,799,401,2014-12-12 01:31:02,3,0,"Patrick Kane (13) Wrist Shot, assists: Kris Versteeg (15)",83.0,-13.0,left,8474141,Patrick,Kane,RW,1988-11-19,20142015,14.317821063276353,Kris Versteeg,"(10.0ft, 20.0ft)",Patrick Kane
2017,2015021178_99,2015021178,99,16.0,6.0,Goal,Backhand,-81.0,3.0,1,REGULAR,1111,89,2016-04-03 17:06:08,0,2,"Patrick Kane (41) Backhand, assists: none",81.0,-3.0,right,8474141,Patrick,Kane,RW,1988-11-19,20152016,8.54400374531753,None,"(0.0ft, 10.0ft)",Patrick Kane
2018,2015021178_118,2015021178,118,16.0,6.0,Goal,Tip-In,81.0,-5.0,2,REGULAR,54,1146,2016-04-03 17:28:28,0,3,"Patrick Kane (42) Tip-In, assists: Artem Anisimov (21), Artemi Panarin (43)",81.0,-5.0,left,8474141,Patrick,Kane,RW,1988-11-19,20152016,9.433981132056603,Artem Anisimov,"(0.0ft, 10.0ft)",Patrick Kane
2019,2015021178_201,2015021178,201,16.0,6.0,Goal,Slap Shot,79.0,-15.0,2,REGULAR,856,344,2016-04-03 17:55:43,0,6,"Patrick Kane (43) Slap Shot, assists: Artemi Panarin (44), Brent Seabrook (32)",79.0,-15.0,left,8474141,Patrick,Kane,RW,1988-11-19,20152016,18.027756377319946,Artemi Panarin,"(10.0ft, 20.0ft)",Patrick Kane
3472,2012030414_164,2012030414,164,16.0,6.0,Goal,Wrist Shot,81.0,-7.0,2,REGULAR,521,679,2013-06-20 01:37:53,3,1,"Patrick Kane (7) Wrist Shot, assists: Bryan Bickell (6), Michal Rozsival (4)",81.0,-7.0,left,8474141,Patrick,Kane,RW,1988-11-19,20122013,10.63014581273465,Bryan Bickell,"(10.0ft, 20.0ft)",Patrick Kane
4610,2013020252_189,2013020252,189,16.0,25.0,Goal,Slap Shot,-72.0,18.0,2,REGULAR,1095,105,2013-11-10 02:32:22,3,2,"Patrick Kane (10) Slap Shot, assists: Andrew Shaw (7), Patrick Sharp (10)",72.0,-18.0,right,8474141,Patrick,Kane,RW,1988-11-19,20132014,24.758836806279895,Andrew Shaw,"(20.0ft, 30.0ft)",Patrick Kane
4869,2016020178_177,2016020178,177,16.0,25.0,Goal,Backhand,83.0,-6.0,2,REGULAR,624,576,2016-11-07 01:26:46,2,1,"Patrick Kane (5) Backhand, assists: Jonathan Toews (5), Brent Seabrook (7)",83.0,-6.0,left,8474141,Patrick,Kane,RW,1988-11-19,20162017,8.48528137423857,Jonathan Toews,"(0.0ft, 10.0ft)",Patrick Kane
5089,2014020673_79,2014020673,79,16.0,25.0,Goal,Wrist Shot,-82.0,-6.0,1,REGULAR,742,458,2015-01-18 23:32:52,2,1,"Patrick Kane (21) Wrist Shot, assists: Brent Seabrook (16), Bryan Bickell (10)",82.0,6.0,right,8474141,Patrick,Kane,RW,1988-11-19,20142015,9.219544457292887,Brent Seabrook,"(0.0ft, 10.0ft)",Patrick Kane
5335,2016020781_270,2016020781,270,16.0,25.0,Goal,Backhand,83.0,-3.0,3,REGULAR,599,601,2017-02-05 03:15:21,3,3,"Patrick Kane (17) Backhand, assists: Artemi Panarin (29), Artem Anisimov (18)",83.0,-3.0,left,8474141,Patrick,Kane,RW,1988-11-19,20162017,6.708203932499369,Artemi Panarin,"(0.0ft, 10.0ft)",Patrick Kane
5501,2016021098_42,2016021098,42,16.0,25.0,Goal,Wrist Shot,-75.0,-9.0,1,REGULAR,493,707,2017-03-24 00:54:10,0,1,"Patrick Kane (33) Wrist Shot, assists: Richard Panik (20), Jonathan Toews (35)",75.0,9.0,right,8474141,Patrick,Kane,RW,1988-11-19,20162017,16.64331697709324,Richard Panik,"(10.0ft, 20.0ft)",Patrick Kane
5525,2015020784_213,2015020784,213,16.0,25.0,Goal,Wrist Shot,-83.0,5.0,2,REGULAR,1044,156,2016-02-07 02:38:14,5,1,"Patrick Kane (32) Wrist Shot, assists: Artem Anisimov (14), Artemi Panarin (34)",83.0,-5.0,right,8474141,Patrick,Kane,RW,1988-11-19,20152016,7.810249675906654,Artem Anisimov,"(0.0ft, 10.0ft)",Patrick Kane
5778,2017020547_232,2017020547,232,16.0,1.0,Goal,Snap Shot,54.0,20.0,2,REGULAR,1038,162,2017-12-24 01:39:48,1,3,"Patrick Kane (15) Snap Shot, assists: Jan Rutta (11), Gustav Forsling (9)",54.0,20.0,left,8474141,Patrick,Kane,RW,1988-11-19,20172018,40.311288741492746,Jan Rutta,"(40.0ft, 50.0ft)",Patrick Kane
7520,2017020328_15,2017020328,15,16.0,14.0,Goal,Snap Shot,-60.0,-9.0,1,REGULAR,229,971,2017-11-23 00:47:20,1,0,"Patrick Kane (7) Snap Shot, assists: Artem Anisimov (3), Jan Rutta (7)",60.0,9.0,right,8474141,Patrick,Kane,RW,1988-11-19,20172018,30.364452901377952,Artem Anisimov,"(30.0ft, 40.0ft)",Patrick Kane
7521,2017020328_70,2017020328,70,16.0,14.0,Goal,Wrist Shot,-76.0,18.0,1,REGULAR,954,246,2017-11-23 01:07:40,2,0,"Patrick Kane (8) Wrist Shot, assists: Cody Franson (6), Duncan Keith (11)",76.0,-18.0,right,8474141,Patrick,Kane,RW,1988-11-19,20172018,22.20360331117452,Cody Franson,"(20.0ft, 30.0ft)",Patrick Kane
7595,2012030324_167,2012030324,167,16.0,26.0,Goal,Wrist Shot,-86.0,-1.0,2,REGULAR,1101,99,2013-06-07 02:34:16,2,2,"Patrick Kane (3) Wrist Shot, assists: Bryan Bickell (3), Niklas Hjalmarsson (5)",86.0,1.0,right,8474141,Patrick,Kane,RW,1988-11-19,20122013,3.1622776601683795,Bryan Bickell,"(0.0ft, 10.0ft)",Patrick Kane
7605,2014030234_272,2014030234,272,16.0,30.0,Goal,Wrist Shot,81.0,4.0,3,REGULAR,800,400,2015-05-08 04:00:48,3,1,"Patrick Kane (7) Wrist Shot, assists: Bryan Bickell (4), Niklas Hjalmarsson (3)",81.0,4.0,left,8474141,Patrick,Kane,RW,1988-11-19,20142015,8.94427190999916,Bryan Bickell,"(0.0ft, 10.0ft)",Patrick Kane
