,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
237,2016020640_203,2016020640,203,4.0,6.0,Goal,Snap Shot,79.0,2.0,2,REGULAR,1196,4,2017-01-14 19:42:42,3,5,"Wayne Simmonds (18) Snap Shot, assists: Jakub Voracek (28), Claude Giroux (28)",79.0,2.0,left,8474190,Wayne,Simmonds,RW,1988-08-26,20162017,10.198039027185569,Jakub Voracek,"(10.0ft, 15.0ft)",Wayne Simmonds
938,2012020483_221,2012020483,221,4.0,3.0,Goal,Tip-In,73.0,0.0,2,REGULAR,1073,127,2013-03-27 01:15:22,3,1,"Wayne Simmonds (11) Tip-In, assists: Jakub Voracek (20), Claude Giroux (19)",73.0,0.0,left,8474190,Wayne,Simmonds,RW,1988-08-26,20122013,16.0,Jakub Voracek,"(15.0ft, 20.0ft)",Wayne Simmonds
2148,2015020727_147,2015020727,147,4.0,6.0,Goal,Wrist Shot,83.0,-5.0,2,REGULAR,225,975,2016-01-26 01:10:15,2,1,"Wayne Simmonds (13) Wrist Shot, assists: Brayden Schenn (14), Shayne Gostisbehere (12)",83.0,-5.0,left,8474190,Wayne,Simmonds,RW,1988-08-26,20152016,7.810249675906654,Brayden Schenn,"(5.0ft, 10.0ft)",Wayne Simmonds
2149,2015020727_296,2015020727,296,4.0,6.0,Goal,Wrist Shot,-79.0,-5.0,3,REGULAR,728,472,2016-01-26 02:17:07,2,2,"Wayne Simmonds (14) Wrist Shot, assists: Jakub Voracek (28), Michael Del Zotto (9)",79.0,5.0,right,8474190,Wayne,Simmonds,RW,1988-08-26,20152016,11.180339887498949,Jakub Voracek,"(10.0ft, 15.0ft)",Wayne Simmonds
2562,2012020329_47,2012020329,47,4.0,3.0,Goal,Tip-In,81.0,-2.0,1,REGULAR,438,762,2013-03-06 00:52:37,1,1,"Wayne Simmonds (10) Tip-In, assists: Claude Giroux (16), Jakub Voracek (17)",81.0,-2.0,left,8474190,Wayne,Simmonds,RW,1988-08-26,20122013,8.246211251235321,Claude Giroux,"(5.0ft, 10.0ft)",Wayne Simmonds
3482,2013021160_177,2013021160,177,4.0,6.0,Goal,Backhand,82.0,9.0,2,REGULAR,876,324,2014-04-05 18:28:06,1,1,"Wayne Simmonds (26) Backhand, assists: Mark Streit (26), Claude Giroux (54)",82.0,9.0,left,8474190,Wayne,Simmonds,RW,1988-08-26,20132014,11.40175425099138,Mark Streit,"(10.0ft, 15.0ft)",Wayne Simmonds
4329,2013030146_60,2013030146,60,4.0,3.0,Goal,Wrist Shot,-83.0,0.0,1,REGULAR,428,772,2014-04-29 23:51:53,0,1,"Wayne Simmonds (2) Wrist Shot, assists: Scott Hartnell (3), Claude Giroux (3)",83.0,0.0,right,8474190,Wayne,Simmonds,RW,1988-08-26,20132014,6.0,Scott Hartnell,"(5.0ft, 10.0ft)",Wayne Simmonds
4330,2013030146_146,2013030146,146,4.0,3.0,Goal,Wrist Shot,84.0,5.0,2,REGULAR,92,1108,2014-04-30 00:34:38,0,2,"Wayne Simmonds (3) Wrist Shot, assists: Brayden Schenn (3)",84.0,5.0,left,8474190,Wayne,Simmonds,RW,1988-08-26,20132014,7.0710678118654755,Brayden Schenn,"(5.0ft, 10.0ft)",Wayne Simmonds
4331,2013030146_219,2013030146,219,4.0,3.0,Goal,Tip-In,84.0,3.0,2,REGULAR,919,281,2014-04-30 01:02:20,0,4,"Wayne Simmonds (4) Tip-In, assists: Jakub Voracek (2), Claude Giroux (4)",84.0,3.0,left,8474190,Wayne,Simmonds,RW,1988-08-26,20132014,5.830951894845301,Jakub Voracek,"(5.0ft, 10.0ft)",Wayne Simmonds
4500,2015021179_245,2015021179,245,4.0,5.0,Goal,Snap Shot,57.0,-16.0,2,REGULAR,1158,42,2016-04-03 22:43:31,1,3,"Wayne Simmonds (29) Snap Shot, assists: Claude Giroux (44), Andrew MacDonald (7)",57.0,-16.0,left,8474190,Wayne,Simmonds,RW,1988-08-26,20152016,35.77708763999664,Claude Giroux,"(35.0ft, 40.0ft)",Wayne Simmonds
