,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
142,2013020438_82,2013020438,82,5.0,6.0,Goal,Snap Shot,-53.0,-25.0,1,REGULAR,793,407,2013-12-08 00:42:46,2,1,"James Neal (10) Snap Shot, assists: Matt Niskanen (12), Simon Despres (2)",53.0,25.0,right,8471707,James,Neal,LW,1987-09-03,20132014,43.829214001622255,Matt Niskanen,"(40.0ft, 50.0ft)",James Neal
190,2013020355_131,2013020355,131,5.0,6.0,Goal,Snap Shot,64.0,1.0,2,REGULAR,37,1163,2013-11-26 01:05:31,1,2,"James Neal (5) Snap Shot, assists: Jussi Jokinen (7), Evgeni Malkin (23)",64.0,1.0,left,8471707,James,Neal,LW,1987-09-03,20132014,25.019992006393608,Jussi Jokinen,"(20.0ft, 30.0ft)",James Neal
191,2013020355_285,2013020355,285,5.0,6.0,Goal,Snap Shot,-50.0,-21.0,3,REGULAR,669,531,2013-11-26 02:16:42,2,2,"James Neal (6) Snap Shot, assists: Jussi Jokinen (8), Matt Niskanen (10)",50.0,21.0,right,8471707,James,Neal,LW,1987-09-03,20132014,44.294469180700204,Jussi Jokinen,"(40.0ft, 50.0ft)",James Neal
2425,2015020086_196,2015020086,196,18.0,14.0,Goal,Wrist Shot,-78.0,10.0,2,REGULAR,1135,65,2015-10-21 01:39:12,3,3,"James Neal (4) Wrist Shot, assists: Filip Forsberg (3), Mike Fisher (1)",78.0,-10.0,right,8471707,James,Neal,LW,1987-09-03,20152016,14.866068747318506,Filip Forsberg,"(10.0ft, 20.0ft)",James Neal
2426,2015020086_270,2015020086,270,18.0,14.0,Goal,Snap Shot,69.0,-24.0,3,REGULAR,870,330,2015-10-21 02:25:27,4,4,"James Neal (5) Snap Shot, assists: Filip Forsberg (4)",69.0,-24.0,left,8471707,James,Neal,LW,1987-09-03,20152016,31.240998703626616,Filip Forsberg,"(30.0ft, 40.0ft)",James Neal
2536,2012020015_14,2012020015,14,5.0,3.0,Goal,Snap Shot,66.0,13.0,1,REGULAR,108,1092,2013-01-21 00:10:50,1,0,"James Neal (2) Snap Shot, assists: Evgeni Malkin (2), Kris Letang (1)",66.0,13.0,left,8471707,James,Neal,LW,1987-09-03,20122013,26.419689627245813,Evgeni Malkin,"(20.0ft, 30.0ft)",James Neal
2537,2012020015_252,2012020015,252,5.0,3.0,Goal,Snap Shot,72.0,-1.0,3,REGULAR,306,894,2013-01-21 02:05:12,5,1,"James Neal (3) Snap Shot, assists: Evgeni Malkin (4), Paul Martin (2)",72.0,-1.0,left,8471707,James,Neal,LW,1987-09-03,20122013,17.029386365926403,Evgeni Malkin,"(10.0ft, 20.0ft)",James Neal
3178,2015020537_180,2015020537,180,18.0,3.0,Goal,Wrist Shot,-66.0,2.0,2,REGULAR,828,372,2015-12-29 02:25:23,1,2,"James Neal (14) Wrist Shot, assists: Mike Ribeiro (18), Colin Wilson (11)",66.0,-2.0,right,8471707,James,Neal,LW,1987-09-03,20152016,23.08679276123039,Mike Ribeiro,"(20.0ft, 30.0ft)",James Neal
3179,2015020537_267,2015020537,267,18.0,3.0,Goal,Wrist Shot,81.0,5.0,3,REGULAR,673,527,2015-12-29 03:22:20,1,5,"James Neal (15) Wrist Shot, assists: Calle Jarnkrok (7), Miikka Salomaki (1)",81.0,5.0,left,8471707,James,Neal,LW,1987-09-03,20152016,9.433981132056603,Calle Jarnkrok,"(0.0ft, 10.0ft)",James Neal
4771,2014021176_303,2014021176,303,18.0,25.0,Goal,Slap Shot,64.0,-35.0,3,REGULAR,1085,115,2015-04-05 02:34:28,3,3,"James Neal (23) Slap Shot, assists: Mike Ribeiro (46), Gabriel Bourque (10)",64.0,-35.0,left,8471707,James,Neal,LW,1987-09-03,20142015,43.01162633521314,Mike Ribeiro,"(40.0ft, 50.0ft)",James Neal
