,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
358,2014030313_69,2014030313,69,14.0,3.0,Goal,Wrist Shot,77.0,-6.0,1,REGULAR,667,533,2015-05-21 00:37:10,2,1,"Steven Stamkos (5) Wrist Shot, assists: Alex Killorn (8)",77.0,-6.0,left,8474564,Steven,Stamkos,C,1990-02-07,20142015,13.416407864998739,Alex Killorn,"(10.0ft, 15.0ft)",Steven Stamkos
952,2012020113_133,2012020113,133,14.0,3.0,Goal,Wrist Shot,-59.0,11.0,2,REGULAR,262,938,2013-02-03 01:09:19,0,1,"Steven Stamkos (6) Wrist Shot, assists: Matt Carle (4), Martin St. Louis (11)",59.0,-11.0,right,8474564,Steven,Stamkos,C,1990-02-07,20122013,31.953090617340916,Matt Carle,"(30.0ft, 35.0ft)",Steven Stamkos
953,2012020113_328,2012020113,328,14.0,3.0,Goal,Slap Shot,40.0,21.0,3,REGULAR,1179,21,2013-02-03 02:39:21,3,2,"Steven Stamkos (7) Slap Shot, assists: Matt Carle (5), Ryan Malone (1)",40.0,21.0,left,8474564,Steven,Stamkos,C,1990-02-07,20122013,53.31041174104736,Matt Carle,"(50.0ft, 55.0ft)",Steven Stamkos
1527,2017020377_286,2017020377,286,14.0,6.0,Goal,Slap Shot,-66.0,-21.0,3,REGULAR,130,1070,2017-11-30 02:50:20,2,3,"Steven Stamkos (11) Slap Shot, assists: Nikita Kucherov (19), Mikhail Sergachev (11)",66.0,21.0,right,8474564,Steven,Stamkos,C,1990-02-07,20172018,31.144823004794873,Nikita Kucherov,"(30.0ft, 35.0ft)",Steven Stamkos
1626,2014021002_86,2014021002,86,14.0,6.0,Goal,Wrist Shot,-70.0,12.0,1,REGULAR,929,271,2015-03-12 23:38:56,1,1,"Steven Stamkos (37) Wrist Shot, assists: none",70.0,-12.0,right,8474564,Steven,Stamkos,C,1990-02-07,20142015,22.47220505424423,None,"(20.0ft, 25.0ft)",Steven Stamkos
1712,2014020630_45,2014020630,45,14.0,6.0,Goal,Tip-In,-80.0,3.0,1,REGULAR,563,637,2015-01-14 00:22:40,1,0,"Steven Stamkos (24) Tip-In, assists: Ondrej Palat (24), Nikita Kucherov (25)",80.0,-3.0,right,8474564,Steven,Stamkos,C,1990-02-07,20142015,9.486832980505138,Ondrej Palat,"(5.0ft, 10.0ft)",Steven Stamkos
1713,2014020630_156,2014020630,156,14.0,6.0,Goal,Wrist Shot,56.0,4.0,2,REGULAR,655,545,2015-01-14 01:20:03,2,1,"Steven Stamkos (25) Wrist Shot, assists: Ondrej Palat (25), Nikita Nesterov (1)",56.0,4.0,left,8474564,Steven,Stamkos,C,1990-02-07,20142015,33.24154027718932,Ondrej Palat,"(30.0ft, 35.0ft)",Steven Stamkos
1806,2012020243_50,2012020243,50,14.0,6.0,Goal,Snap Shot,51.0,-4.0,1,REGULAR,493,707,2013-02-22 00:52:34,2,1,"Steven Stamkos (11) Snap Shot, assists: Teddy Purcell (12), Marc-Andre Bergeron (3)",51.0,-4.0,left,8474564,Steven,Stamkos,C,1990-02-07,20122013,38.2099463490856,Teddy Purcell,"(35.0ft, 40.0ft)",Steven Stamkos
1918,2012020303_27,2012020303,27,14.0,6.0,Goal,Wrist Shot,-75.0,-31.0,1,REGULAR,332,868,2013-03-02 18:15:50,1,0,"Steven Stamkos (15) Wrist Shot, assists: Teddy Purcell (16), Marc-Andre Bergeron (4)",75.0,31.0,right,8474564,Steven,Stamkos,C,1990-02-07,20122013,34.0147027033899,Teddy Purcell,"(30.0ft, 35.0ft)",Steven Stamkos
2384,2013021096_328,2013021096,328,14.0,2.0,Goal,Backhand,72.0,0.0,5,SHOOTOUT,0,300,2014-03-28 02:19:36,2,2,Steven Stamkos - Backhand,72.0,0.0,,8474564,Steven,Stamkos,C,1990-02-07,20132014,17.0,teven Stamkos,"(15.0ft, 20.0ft)",Steven Stamkos
2421,2014021172_123,2014021172,123,14.0,13.0,Goal,Slap Shot,-61.0,-23.0,2,REGULAR,370,830,2015-04-05 00:06:10,1,0,"Steven Stamkos (41) Slap Shot, assists: Tyler Johnson (42), Nikita Nesterov (4)",61.0,23.0,right,8474564,Steven,Stamkos,C,1990-02-07,20142015,36.235341863986875,Tyler Johnson,"(35.0ft, 40.0ft)",Steven Stamkos
2422,2014021172_152,2014021172,152,14.0,13.0,Goal,Snap Shot,-70.0,25.0,2,REGULAR,679,521,2015-04-05 00:17:56,2,0,"Steven Stamkos (42) Snap Shot, assists: Ryan Callahan (30)",70.0,-25.0,right,8474564,Steven,Stamkos,C,1990-02-07,20142015,31.400636936215164,Ryan Callahan,"(30.0ft, 35.0ft)",Steven Stamkos
