,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
1069,2016020663_93,2016020663,93,25.0,3.0,Goal,Backhand,82.0,-5.0,1,REGULAR,1074,126,2017-01-18 00:40:49,3,1,"Jamie Benn (11) Backhand, assists: Cody Eakin (3), Patrick Eaves (10)",82.0,-5.0,left,8473994,Jamie,Benn,LW,1989-07-18,20162017,8.602325267042627,Cody Eakin,"(5.0ft, 10.0ft)",Jamie Benn
1094,2017020103_34,2017020103,34,25.0,53.0,Goal,Wrist Shot,-79.0,-1.0,1,REGULAR,383,817,2017-10-20 02:19:32,1,1,"Jamie Benn (3) Wrist Shot, assists: none",79.0,1.0,right,8473994,Jamie,Benn,LW,1989-07-18,20172018,10.04987562112089,None,"(10.0ft, 15.0ft)",Jamie Benn
1405,2013020217_24,2013020217,24,25.0,6.0,Goal,Snap Shot,-60.0,26.0,1,REGULAR,218,982,2013-11-06 00:16:38,1,0,"Jamie Benn (5) Snap Shot, assists: Valeri Nichushkin (3), Jordie Benn (3)",60.0,-26.0,right,8473994,Jamie,Benn,LW,1989-07-18,20132014,38.948684188300895,Valeri Nichushkin,"(35.0ft, 40.0ft)",Jamie Benn
1676,2013020717_379,2013020717,379,25.0,6.0,Goal,Tip-In,-79.0,13.0,3,REGULAR,1129,71,2014-01-17 04:16:01,3,2,"Jamie Benn (17) Tip-In, assists: Tyler Seguin (23), Kevin Connauton (6)",79.0,-13.0,right,8473994,Jamie,Benn,LW,1989-07-18,20132014,16.401219466856727,Tyler Seguin,"(15.0ft, 20.0ft)",Jamie Benn
2161,2017021150_227,2017021150,227,25.0,6.0,Goal,Backhand,78.0,2.0,2,REGULAR,1162,38,2018-03-24 02:08:40,0,2,"Jamie Benn (28) Backhand, assists: Tyler Seguin (32), Stephen Johns (7)",78.0,2.0,left,8473994,Jamie,Benn,LW,1989-07-18,20172018,11.180339887498949,Tyler Seguin,"(10.0ft, 15.0ft)",Jamie Benn
4594,2013030171_243,2013030171,243,25.0,24.0,Goal,Wrist Shot,82.0,-9.0,2,REGULAR,996,204,2014-04-17 03:51:48,1,4,"Jamie Benn (1) Wrist Shot, assists: Colton Sceviour (1), Alex Chiasson (1)",82.0,-9.0,left,8473994,Jamie,Benn,LW,1989-07-18,20132014,11.40175425099138,Colton Sceviour,"(10.0ft, 15.0ft)",Jamie Benn
4627,2014020303_74,2014020303,74,25.0,26.0,Goal,Wrist Shot,-78.0,-12.0,1,REGULAR,875,325,2014-11-23 01:44:43,0,1,"Jamie Benn (7) Wrist Shot, assists: Tyler Seguin (11), Cody Eakin (4)",78.0,12.0,right,8473994,Jamie,Benn,LW,1989-07-18,20142015,16.278820596099706,Tyler Seguin,"(15.0ft, 20.0ft)",Jamie Benn
4628,2014020303_119,2014020303,119,25.0,26.0,Goal,Wrist Shot,-60.0,5.0,1,REGULAR,1198,2,2014-11-23 01:58:37,0,3,"Jamie Benn (8) Wrist Shot, assists: John Klingberg (4), Antoine Roussel (7)",60.0,-5.0,right,8473994,Jamie,Benn,LW,1989-07-18,20142015,29.427877939124322,John Klingberg,"(25.0ft, 30.0ft)",Jamie Benn
4634,2014021127_12,2014021127,12,25.0,23.0,Goal,Wrist Shot,77.0,14.0,1,REGULAR,114,1086,2015-03-29 02:12:37,1,0,"Jamie Benn (28) Wrist Shot, assists: Tyler Seguin (35), Jason Demers (19)",77.0,14.0,left,8473994,Jamie,Benn,LW,1989-07-18,20142015,18.439088914585774,Tyler Seguin,"(15.0ft, 20.0ft)",Jamie Benn
4673,2016021216_127,2016021216,127,25.0,21.0,Goal,Snap Shot,73.0,14.0,2,REGULAR,37,1163,2017-04-09 01:07:22,0,2,"Jamie Benn (26) Snap Shot, assists: John Klingberg (35), Tyler Seguin (46)",73.0,14.0,left,8473994,Jamie,Benn,LW,1989-07-18,20162017,21.2602916254693,John Klingberg,"(20.0ft, 25.0ft)",Jamie Benn
4681,2013020282_147,2013020282,147,25.0,20.0,Goal,Backhand,-85.0,3.0,2,REGULAR,265,935,2013-11-15 03:10:15,3,0,"Jamie Benn (7) Backhand, assists: Tyler Seguin (10), Alex Goligoski (2)",85.0,-3.0,right,8473994,Jamie,Benn,LW,1989-07-18,20132014,5.0,Tyler Seguin,"(5.0ft, 10.0ft)",Jamie Benn
4695,2013020565_39,2013020565,39,25.0,26.0,Goal,Backhand,73.0,-27.0,1,REGULAR,370,830,2013-12-24 03:50:46,2,1,"Jamie Benn (11) Backhand, assists: none",73.0,-27.0,left,8473994,Jamie,Benn,LW,1989-07-18,20132014,31.38470965295043,None,"(30.0ft, 35.0ft)",Jamie Benn
4701,2013021171_9,2013021171,9,25.0,13.0,Goal,Wrist Shot,73.0,4.0,1,REGULAR,45,1155,2014-04-06 21:10:02,1,0,"Jamie Benn (33) Wrist Shot, assists: Tyler Seguin (46), Trevor Daley (14)",73.0,4.0,left,8473994,Jamie,Benn,LW,1989-07-18,20132014,16.492422502470642,Tyler Seguin,"(15.0ft, 20.0ft)",Jamie Benn
4719,2013020618_42,2013020618,42,25.0,8.0,Goal,Snap Shot,-69.0,23.0,1,REGULAR,372,828,2014-01-03 01:46:29,0,1,"Jamie Benn (14) Snap Shot, assists: Tyler Seguin (20), Kevin Connauton (3)",69.0,-23.0,right,8473994,Jamie,Benn,LW,1989-07-18,20132014,30.479501308256342,Tyler Seguin,"(30.0ft, 35.0ft)",Jamie Benn
4728,2013020489_207,2013020489,207,25.0,52.0,Goal,Wrist Shot,-72.0,-5.0,2,REGULAR,826,374,2013-12-14 21:35:44,3,2,"Jamie Benn (8) Wrist Shot, assists: Tyler Seguin (13), Sergei Gonchar (8)",72.0,5.0,right,8473994,Jamie,Benn,LW,1989-07-18,20132014,17.72004514666935,Tyler Seguin,"(15.0ft, 20.0ft)",Jamie Benn
4729,2013020489_234,2013020489,234,25.0,52.0,Goal,Wrist Shot,-76.0,16.0,2,REGULAR,1066,134,2013-12-14 21:45:28,4,3,"Jamie Benn (9) Wrist Shot, assists: Tyler Seguin (14), Sergei Gonchar (9)",76.0,-16.0,right,8473994,Jamie,Benn,LW,1989-07-18,20132014,20.615528128088304,Tyler Seguin,"(20.0ft, 25.0ft)",Jamie Benn
4737,2013020813_155,2013020813,155,25.0,1.0,Goal,Backhand,82.0,-6.0,2,REGULAR,652,548,2014-01-31 02:52:49,2,1,"Jamie Benn (21) Backhand, assists: Tyler Seguin (29), Valeri Nichushkin (15)",82.0,-6.0,left,8473994,Jamie,Benn,LW,1989-07-18,20132014,9.219544457292887,Tyler Seguin,"(5.0ft, 10.0ft)",Jamie Benn
4762,2014020274_14,2014020274,14,25.0,12.0,Goal,Wrist Shot,-81.0,7.0,1,REGULAR,108,1092,2014-11-19 01:41:04,0,1,"Jamie Benn (6) Wrist Shot, assists: Vernon Fiddler (5), Jamie Oleksiak (2)",81.0,-7.0,right,8473994,Jamie,Benn,LW,1989-07-18,20142015,10.63014581273465,Vernon Fiddler,"(10.0ft, 15.0ft)",Jamie Benn
4782,2014020668_261,2014020668,261,25.0,15.0,Goal,Wrist Shot,-78.0,-8.0,3,REGULAR,210,990,2015-01-18 03:10:49,3,5,"Jamie Benn (13) Wrist Shot, assists: Tyler Seguin (23), Colton Sceviour (9)",78.0,8.0,right,8473994,Jamie,Benn,LW,1989-07-18,20142015,13.601470508735444,Tyler Seguin,"(10.0ft, 15.0ft)",Jamie Benn
4832,2017020118_52,2017020118,52,25.0,12.0,Goal,Wrist Shot,-56.0,14.0,1,REGULAR,478,722,2017-10-22 00:24:13,0,1,"Jamie Benn (4) Wrist Shot, assists: Alexander Radulov (3), Stephen Johns (2)",56.0,-14.0,right,8473994,Jamie,Benn,LW,1989-07-18,20172018,35.84689665786984,Alexander Radulov,"(35.0ft, 40.0ft)",Jamie Benn
4919,2013020792_93,2013020792,93,25.0,21.0,Goal,Wrist Shot,-69.0,-13.0,1,REGULAR,1047,153,2014-01-28 02:07:57,2,1,"Jamie Benn (20) Wrist Shot, assists: Tyler Seguin (28)",69.0,13.0,right,8473994,Jamie,Benn,LW,1989-07-18,20132014,23.853720883753127,Tyler Seguin,"(20.0ft, 25.0ft)",Jamie Benn
4928,2013020895_199,2013020895,199,25.0,12.0,Goal,Wrist Shot,78.0,5.0,2,REGULAR,1115,85,2014-02-28 03:04:23,0,3,"Jamie Benn (23) Wrist Shot, assists: none",78.0,5.0,left,8473994,Jamie,Benn,LW,1989-07-18,20132014,12.083045973594572,None,"(10.0ft, 15.0ft)",Jamie Benn
4956,2013020960_5,2013020960,5,25.0,30.0,Goal,Wrist Shot,-61.0,13.0,1,REGULAR,31,1169,2014-03-09 01:40:33,0,1,"Jamie Benn (25) Wrist Shot, assists: Rich Peverley (23), Tyler Seguin (36)",61.0,-13.0,right,8473994,Jamie,Benn,LW,1989-07-18,20132014,30.870698080866262,Rich Peverley,"(30.0ft, 35.0ft)",Jamie Benn
4967,2013021188_141,2013021188,141,25.0,18.0,Goal,Wrist Shot,73.0,7.0,2,REGULAR,496,704,2014-04-09 01:43:18,1,2,"Jamie Benn (34) Wrist Shot, assists: Valeri Nichushkin (20), Brenden Dillon (11)",73.0,7.0,left,8473994,Jamie,Benn,LW,1989-07-18,20132014,17.46424919657298,Valeri Nichushkin,"(15.0ft, 20.0ft)",Jamie Benn
4989,2013020062_104,2013020062,104,25.0,52.0,Goal,Wrist Shot,81.0,4.0,1,REGULAR,995,205,2013-10-12 00:38:14,3,0,"Jamie Benn (1) Wrist Shot, assists: Brenden Dillon (2), Tyler Seguin (3)",81.0,4.0,left,8473994,Jamie,Benn,LW,1989-07-18,20132014,8.94427190999916,Brenden Dillon,"(5.0ft, 10.0ft)",Jamie Benn
4995,2013020171_158,2013020171,158,25.0,7.0,Goal,Backhand,72.0,-15.0,2,REGULAR,655,545,2013-10-29 00:18:41,4,1,"Jamie Benn (4) Backhand, assists: Tyler Seguin (7), Erik Cole (4)",72.0,-15.0,left,8473994,Jamie,Benn,LW,1989-07-18,20132014,22.67156809750927,Tyler Seguin,"(20.0ft, 25.0ft)",Jamie Benn
5002,2013020944_30,2013020944,30,25.0,23.0,Goal,Wrist Shot,-84.0,-2.0,1,REGULAR,177,1023,2014-03-07 01:43:22,0,1,"Jamie Benn (24) Wrist Shot, assists: Tyler Seguin (34), Rich Peverley (21)",84.0,2.0,right,8473994,Jamie,Benn,LW,1989-07-18,20132014,5.385164807134504,Tyler Seguin,"(5.0ft, 10.0ft)",Jamie Benn
