,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
1187,2017020678_68,2017020678,68,28.0,53.0,Goal,Wrist Shot,59.0,-29.0,1,REGULAR,659,541,2018-01-14 03:59:58,1,2,"Joe Pavelski (9) Wrist Shot, assists: Brent Burns (24), Joe Thornton (20)",59.0,-29.0,left,8470794,Joe,Pavelski,C,1984-07-11,20172018,41.72529209005013,Brent Burns,"(40.0ft, 50.0ft)",Joe Pavelski
1412,2014020386_197,2014020386,197,28.0,6.0,Goal,Wrist Shot,-87.0,1.0,2,REGULAR,861,339,2014-12-05 05:00:28,4,4,"Joe Pavelski (11) Wrist Shot, assists: Patrick Marleau (17), Brent Burns (13)",87.0,-1.0,right,8470794,Joe,Pavelski,C,1984-07-11,20142015,2.23606797749979,Patrick Marleau,"(0.0ft, 10.0ft)",Joe Pavelski
1413,2014020386_298,2014020386,298,28.0,6.0,Goal,Wrist Shot,83.0,3.0,3,REGULAR,673,527,2014-12-05 05:49:17,4,6,"Joe Pavelski (12) Wrist Shot, assists: Brent Burns (14), Brenden Dillon (2)",83.0,3.0,left,8470794,Joe,Pavelski,C,1984-07-11,20142015,6.708203932499369,Brent Burns,"(0.0ft, 10.0ft)",Joe Pavelski
2746,2015020852_138,2015020852,138,28.0,14.0,Goal,Wrist Shot,62.0,3.0,2,REGULAR,394,806,2016-02-17 01:41:21,2,1,"Joe Pavelski (26) Wrist Shot, assists: Joe Thornton (37), Tomas Hertl (17)",62.0,3.0,left,8470794,Joe,Pavelski,C,1984-07-11,20152016,27.16615541441225,Joe Thornton,"(20.0ft, 30.0ft)",Joe Pavelski
3209,2016020033_287,2016020033,287,28.0,3.0,Goal,Tip-In,78.0,-5.0,3,REGULAR,931,269,2016-10-18 01:31:29,4,5,"Joe Pavelski (1) Tip-In, assists: Brent Burns (3), Tomas Hertl (1)",78.0,-5.0,left,8470794,Joe,Pavelski,C,1984-07-11,20162017,12.083045973594572,Brent Burns,"(10.0ft, 20.0ft)",Joe Pavelski
4335,2015030415_336,2015030415,336,28.0,5.0,Goal,Wrist Shot,-61.0,9.0,3,REGULAR,1120,80,2016-06-10 02:54:26,4,2,"Joe Pavelski (14) Wrist Shot, assists: Joe Thornton (18)",61.0,-9.0,right,8470794,Joe,Pavelski,C,1984-07-11,20152016,29.410882339705484,Joe Thornton,"(20.0ft, 30.0ft)",Joe Pavelski
5235,2015020155_142,2015020155,142,28.0,25.0,Goal,Tip-In,-66.0,0.0,2,REGULAR,503,697,2015-10-31 20:16:27,1,2,"Joe Pavelski (5) Tip-In, assists: Brent Burns (5), Joel Ward (4)",66.0,0.0,right,8470794,Joe,Pavelski,C,1984-07-11,20152016,23.0,Brent Burns,"(20.0ft, 30.0ft)",Joe Pavelski
8605,2012020137_23,2012020137,23,28.0,16.0,Goal,Wrist Shot,85.0,-3.0,1,REGULAR,174,1026,2013-02-06 03:43:23,0,1,"Joe Pavelski (5) Wrist Shot, assists: Ryane Clowe (5), Marc-Edouard Vlasic (3)",85.0,-3.0,left,8470794,Joe,Pavelski,C,1984-07-11,20122013,5.0,Ryane Clowe,"(0.0ft, 10.0ft)",Joe Pavelski
8846,2013020306_146,2013020306,146,28.0,16.0,Goal,Snap Shot,-56.0,1.0,2,REGULAR,496,704,2013-11-18 01:16:30,1,1,"Joe Pavelski (8) Snap Shot, assists: Tyler Kennedy (6), Justin Braun (3)",56.0,-1.0,right,8470794,Joe,Pavelski,C,1984-07-11,20132014,33.015148038438355,Tyler Kennedy,"(30.0ft, 40.0ft)",Joe Pavelski
9400,2016020474_96,2016020474,96,28.0,16.0,Goal,Tip-In,-67.0,0.0,2,REGULAR,73,1127,2016-12-19 01:01:41,1,0,"Joe Pavelski (11) Tip-In, assists: Brent Burns (17), Paul Martin (9)",67.0,0.0,right,8470794,Joe,Pavelski,C,1984-07-11,20162017,22.0,Brent Burns,"(20.0ft, 30.0ft)",Joe Pavelski
9675,2015020498_205,2015020498,205,28.0,16.0,Goal,Wrist Shot,-77.0,3.0,2,REGULAR,885,315,2015-12-21 01:35:39,3,2,"Joe Pavelski (16) Wrist Shot, assists: Joe Thornton (15), Paul Martin (7)",77.0,-3.0,right,8470794,Joe,Pavelski,C,1984-07-11,20152016,12.36931687685298,Joe Thornton,"(10.0ft, 20.0ft)",Joe Pavelski
10801,2017020774_348,2017020774,348,28.0,17.0,Goal,Snap Shot,69.0,1.0,5,SHOOTOUT,0,300,2018-02-01 03:48:34,1,1,Joe Pavelski - Snap Shot,69.0,1.0,,8470794,Joe,Pavelski,C,1984-07-11,20172018,20.024984394500787,oe Pavelski,"(20.0ft, 30.0ft)",Joe Pavelski
11264,2014020216_102,2014020216,102,28.0,16.0,Goal,Tip-In,78.0,-5.0,1,REGULAR,932,268,2014-11-10 00:39:05,1,3,"Joe Pavelski (6) Tip-In, assists: Justin Braun (7), Joe Thornton (9)",78.0,-5.0,left,8470794,Joe,Pavelski,C,1984-07-11,20142015,12.083045973594572,Justin Braun,"(10.0ft, 20.0ft)",Joe Pavelski
