,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
1253,2015020819_8,2015020819,8,26.0,3.0,Goal,Snap Shot,69.0,13.0,1,REGULAR,33,1167,2016-02-13 00:08:59,1,0,"Anze Kopitar (14) Snap Shot, assists: Drew Doughty (23), Milan Lucic (21)",69.0,13.0,left,8471685,Anze,Kopitar,C,1987-08-24,20152016,23.853720883753127,Drew Doughty,"(20.0ft, 25.0ft)",Anze Kopitar
1254,2015020819_196,2015020819,196,26.0,3.0,Goal,Tip-In,-84.0,-7.0,2,REGULAR,946,254,2016-02-13 01:31:16,3,3,"Anze Kopitar (15) Tip-In, assists: Milan Lucic (22), Dustin Brown (14)",84.0,7.0,right,8471685,Anze,Kopitar,C,1987-08-24,20152016,8.602325267042627,Milan Lucic,"(5.0ft, 10.0ft)",Anze Kopitar
1255,2015020819_322,2015020819,322,26.0,3.0,Goal,Deflected,66.0,-28.0,3,REGULAR,1170,30,2016-02-13 02:33:46,4,4,"Anze Kopitar (16) Deflected, assists: Drew Doughty (24), Jeff Carter (25)",66.0,-28.0,left,8471685,Anze,Kopitar,C,1987-08-24,20152016,36.235341863986875,Drew Doughty,"(35.0ft, 40.0ft)",Anze Kopitar
3682,2015020201_212,2015020201,212,26.0,13.0,Goal,Backhand,83.0,7.0,2,REGULAR,1054,146,2015-11-07 22:41:50,1,3,"Anze Kopitar (5) Backhand, assists: Dustin Brown (5), Tanner Pearson (4)",83.0,7.0,left,8471685,Anze,Kopitar,C,1987-08-24,20152016,9.219544457292887,Dustin Brown,"(5.0ft, 10.0ft)",Anze Kopitar
3776,2015020269_356,2015020269,356,26.0,4.0,Goal,Snap Shot,71.0,-5.0,5,SHOOTOUT,0,300,2015-11-18 02:49:03,2,2,Anze Kopitar - Snap Shot,71.0,-5.0,,8471685,Anze,Kopitar,C,1987-08-24,20152016,18.681541692269406,nze Kopitar,"(15.0ft, 20.0ft)",Anze Kopitar
4934,2013020605_244,2013020605,244,26.0,25.0,Goal,Wrist Shot,63.0,16.0,3,REGULAR,65,1135,2014-01-01 03:04:16,2,3,"Anze Kopitar (13) Wrist Shot, assists: Jeff Carter (11), Dwight King (9)",63.0,16.0,left,8471685,Anze,Kopitar,C,1987-08-24,20132014,30.528675044947494,Jeff Carter,"(30.0ft, 35.0ft)",Anze Kopitar
5289,2016020612_263,2016020612,263,26.0,25.0,Goal,Wrist Shot,-66.0,-1.0,3,REGULAR,260,940,2017-01-10 05:42:43,4,3,"Anze Kopitar (4) Wrist Shot, assists: Derek Forbort (10), Trevor Lewis (8)",66.0,1.0,right,8471685,Anze,Kopitar,C,1987-08-24,20162017,23.021728866442675,Derek Forbort,"(20.0ft, 25.0ft)",Anze Kopitar
7324,2013020818_55,2013020818,55,26.0,5.0,Goal,Slap Shot,-57.0,-13.0,1,REGULAR,572,628,2014-01-31 03:53:32,1,1,"Anze Kopitar (16) Slap Shot, assists: Drew Doughty (21), Slava Voynov (18)",57.0,13.0,right,8471685,Anze,Kopitar,C,1987-08-24,20132014,34.539832078341085,Drew Doughty,"(30.0ft, 35.0ft)",Anze Kopitar
8287,2012020166_110,2012020166,110,26.0,17.0,Goal,Wrist Shot,82.0,-11.0,1,REGULAR,1159,41,2013-02-10 18:13:07,1,2,"Anze Kopitar (4) Wrist Shot, assists: Rob Scuderi (1), Slava Voynov (2)",82.0,-11.0,left,8471685,Anze,Kopitar,C,1987-08-24,20122013,13.038404810405298,Rob Scuderi,"(10.0ft, 15.0ft)",Anze Kopitar
8551,2013020842_152,2013020842,152,26.0,16.0,Goal,Wrist Shot,70.0,-5.0,2,REGULAR,390,810,2014-02-04 04:46:37,2,2,"Anze Kopitar (17) Wrist Shot, assists: Jeff Carter (15), Tyler Toffoli (9)",70.0,-5.0,left,8471685,Anze,Kopitar,C,1987-08-24,20132014,19.6468827043885,Jeff Carter,"(15.0ft, 20.0ft)",Anze Kopitar
